Begrip,Context,Juridische context,Wettelijke basis,Definitie_origineel,Definitie_gecorrigeerd,Voorbeelden,Toelichting,Synoniemen,Antoniemen,Vrije input,Datum,Voorsteller,Ketenpartners,Timestamp,Regel 1,Regel 2,Regel 3,Regel 4,Regel 5,Regel 6,Regel 7,Regel 8,Regel 9,Regel 10,Regel 11,Regel 12,Regel 13,Regel 14,Regel 15,Regel 16,Regel 17,Regel 18,Regel 19,Regel 20,Regel 21,Regel 22,Regel 23,Regel 24,Regel 25,Regel 26,Regel 27,Regel 28,Regel 29,Regel 30,Regel 31,Regel 32,Regel 33,Regel 34,Regel 35,Regel 36,Versietype,Regel 37,Regel 38,Regel 39,Regel 40,Regel 41,Regel 42,Regel 43,Regel 44,Regel 45,Definitie,Expert-review,Voorbeeld_zinnen,Praktijkvoorbeelden
identiteitsvaststelling,,,,,,,,,,,2025-06-12,,,2025-06-12T09:56:58.660623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-12,,,2025-06-12T09:56:59.897012,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Civiel recht,,,,,,,,,2025-06-12,,,2025-06-12T09:57:01.532791,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Civiel recht,Wetboek van Strafvordering,,,,,,,,2025-06-12,,,2025-06-12T09:57:03.586974,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Civiel recht,Wetboek van Strafvordering,"Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.","Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.","1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om te verifiëren of de reizigers werkelijk waren wie ze beweerden te zijn.""
2. ""In het kader van het civiel recht is een nauwkeurige identiteitsvaststelling noodzakelijk om te bepalen wie de wettelijke partijen in een zaak zijn.""
3. ""Volgens het Wetboek van Strafvordering is de politie verplicht om een identiteitsvaststelling uit te voeren bij elke persoon die wordt aangehouden op verdenking van een misdrijf.""","Identiteitsvaststelling is het proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan door middel van verschillende methoden, zoals het controleren van identiteitsdocumenten (zoals een paspoort of rijbewijs), biometrische gegevens (zoals vingerafdrukken of gezichtsherkenning) of andere persoonlijke informatie. 

In de context van de overheid is identiteitsvaststelling van cruciaal belang om de veiligheid en de rechtsstaat te waarborgen. Het wordt bijvoorbeeld gebruikt door de Koninklijke Marechaussee (KMAR) bij grenscontroles of door de politie bij het handhaven van de openbare orde.

In het civiel recht kan identiteitsvaststelling ook een belangrijke rol spelen. Bijvoorbeeld bij het aangaan van contracten of het uitvoeren van transacties, waarbij het noodzakelijk is om de identiteit van de betrokken partijen te bevestigen.

De wettelijke basis voor identiteitsvaststelling in Nederland is te vinden in het Wetboek van Strafvordering. Dit wetboek bevat regels over hoe de identiteit van een persoon moet worden vastgesteld in het kader van strafrechtelijke procedures. Het niet correct vast","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Identiteitsontkenning
5. Identiteitsvervalsing",,2025-06-12,,,2025-06-12T09:57:55.010272,✔️ CON-01: geen expliciete contextverwijzing aangetroffen,"✔️ CON-02: bronvermelding aanwezig en voldoende specifiek → De definitie van 'identiteitsvaststelling' in de context van de Koninklijke Marechaussee (KMAR) en civiel recht, gebaseerd op het Wetboek van Strafvordering, wordt gevormd door een combinatie van juridische teksten, wettelijke richtlijnen, en organisatorische procedures.

1. Wetboek van Strafvordering: In het Wetboek van Strafvordering (Sv) worden de procedures en regels uiteengezet die de politie en andere opsporingsinstanties, zoals de KMAR, moeten volgen bij de opsporing en vervolging van strafbare feiten. Artikel 55c Sv geeft de politie en KMAR de bevoegdheid om iemands identiteit te controleren.

2. Wet op de identificatieplicht: Deze wet verplicht iedereen vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen wanneer de politie of een andere toezichthouder daar om vraagt. Dit is een belangrijk instrument voor de identiteitsvaststelling.

3. Wet politiegegevens (Wpg): Deze wet regelt de verwerking van politiegegevens, waaronder ook identiteitsgegevens vallen. De wet stelt strenge eisen aan de manier waarop deze gegevens worden verzameld, gebruikt en bewaard.

4. Richtlijnen van de KMAR: De KMAR heeft eigen richtlijnen voor de uitvoering van identiteitscontroles. Deze zijn gebaseerd op bovengenoemde wetten, maar kunnen ook specifieke procedures en protocollen bevatten die zijn afgestemd op de unieke taken en verantwoordelijkheden van de KMAR.

5. Jurisprudentie: Uitspraken van rechters kunnen ook invloed hebben op de manier waarop identiteitsvaststelling wordt uitgevoerd. Bijvoorbeeld, als een rechter oordeelt dat een bepaalde methode van identiteitsvaststelling in strijd is met de privacyrechten van de betrokkene, kan dit leiden tot aanpassingen in de procedures en richtlijnen.

6. Civiel recht: Hoewel identiteitsvaststelling voornamelijk een kwestie is van strafrecht, kan het ook relevant zijn in het civiel recht. Bijvoorbeeld, in procedures rondom erfenissen, echtscheidingen, of contracten kan de identiteit van de betrokken partijen een belangrijke rol spelen. Hierbij kunnen de regels en principes uit het Wetboek van Burgerlijke Rechtsvordering van toepassing zijn.",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen in de definitie,"❌ ESS-02: type(n) herkend (s), maar zonder duidelijke toelichting",❌ ESS-03: geen unieke of onderscheidende formuleringen gevonden,❌ ESS-04: geen toetsbare elementen herkend in de definitie,❌ ESS-05: geen onderscheidende formulering aangetroffen in de definitie,"❌ INT-01: complexe elementen gevonden (en, waarbij, ,), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,✔️ INT-03: geen voornaamwoord-verwijzingen aangetroffen,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,"❌ INT-06: toelichtende elementen gevonden (zoals, waarbij), maar geen expliciet fout voorbeeld herkend","❌ INT-07: afkortingen gevonden (wordt, door, naar, een, middel, van, en, zoals, de), maar geen toelichting of verwijzing gevonden",✅ INT-08: definitie bevat geen negatieve formuleringen,"❌ INT-09: opsommingen (zoals) gevonden, maar zonder duidelijke toelichting",✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,❌ SAM-02: overbodige herhaling(en) gevonden in definitie (gegevens),✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: geen conflictieve formuleringen aangetroffen – mogelijk correct gedefinieerd,"❌ SAM-05: definitie bevat het begrip zelf ('identiteitsvaststelling'), mogelijke cirkeldefinitie",✔️ SAM-06: geen synoniemgebruik herkend,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,"❌ STR-08: dubbelzinnige 'en'-constructie(s) gevonden (), context verduidelijken",✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,"❌ VER-01: meervoudsvorm herkend (gegevens), eenduidigheid controleren",✔️ VER-02: definitie is enkelvoudig geformuleerd,"❌ VER-03: werkwoord niet in infinitief (), controle nodig",AI,"❌ ARAI01: werkwoord(en) als kern gevonden (wordt), geen toelichting herkend",✔️ ARAI02: geen containerbegrippen zonder concretisering aangetroffen,✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,✔️ ARAI02SUB2: geen ambtelijke containerbegrippen aangetroffen,✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,❌ ARAI06: formele opbouwfout(en): herhaalt het begrip.,"Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.",,,
identiteitsvaststelling,KMAR,Civiel recht,Wetboek van Strafvordering,"Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.","Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.","1. ""Bij de grenscontrole voerde de KMAR een grondige identiteitsvaststelling uit om te verifiëren of de reizigers werkelijk waren wie ze beweerden te zijn.""
2. ""In het kader van het civiel recht is een nauwkeurige identiteitsvaststelling noodzakelijk om te bepalen wie de wettelijke partijen in een zaak zijn.""
3. ""Volgens het Wetboek van Strafvordering is de politie verplicht om een identiteitsvaststelling uit te voeren bij elke persoon die wordt aangehouden op verdenking van een misdrijf.""","Identiteitsvaststelling is het proces waarbij de identiteit van een persoon wordt bevestigd. Dit kan door middel van verschillende methoden, zoals het controleren van identiteitsdocumenten (zoals een paspoort of rijbewijs), biometrische gegevens (zoals vingerafdrukken of gezichtsherkenning) of andere persoonlijke informatie. 

In de context van de overheid is identiteitsvaststelling van cruciaal belang om de veiligheid en de rechtsstaat te waarborgen. Het wordt bijvoorbeeld gebruikt door de Koninklijke Marechaussee (KMAR) bij grenscontroles of door de politie bij het handhaven van de openbare orde.

In het civiel recht kan identiteitsvaststelling ook een belangrijke rol spelen. Bijvoorbeeld bij het aangaan van contracten of het uitvoeren van transacties, waarbij het noodzakelijk is om de identiteit van de betrokken partijen te bevestigen.

De wettelijke basis voor identiteitsvaststelling in Nederland is te vinden in het Wetboek van Strafvordering. Dit wetboek bevat regels over hoe de identiteit van een persoon moet worden vastgesteld in het kader van strafrechtelijke procedures. Het niet correct vast","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimisering
3. Identiteitsverduistering
4. Identiteitsontkenning
5. Identiteitsvervalsing",,2025-06-12,,,2025-06-12T09:57:55.030721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedurele handeling waarbij de identiteit van een persoon wordt bepaald door middel van verificatie van identificerende informatie, zoals persoonlijke gegevens en documenten.",,,
,,,,,,,,,,,2025-06-12,,,2025-06-12T16:03:05.261212,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,,,,,,,,,,,2025-06-12,,,2025-06-12T16:03:56.593572,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-12,,,2025-06-12T16:04:02.637838,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,2025-06-12,,,2025-06-12T16:04:04.198638,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-12,,,2025-06-12T16:04:05.527197,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-12,,,2025-06-12T16:04:08.146388,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.","Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.","1. ""Voordat de verdachte werd verhoord, vond er een identiteitsvaststelling plaats om te bevestigen dat de juiste persoon was aangehouden.""
2. ""De KMAR voert bij de grenscontrole een identiteitsvaststelling uit om te controleren of de reiziger de rechtmatige eigenaar is van het getoonde paspoort.""
3. ""Volgens de Politiegegevenswet is het recht op identiteitsvaststelling een cruciaal onderdeel van het politiewerk, om zo de veiligheid te waarborgen.""","Het begrip 'identiteitsvaststelling' verwijst naar de procedure die wordt gevolgd om de identiteit van een persoon te bevestigen. Het kan bijvoorbeeld het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs omvatten. In overheidsdocumenten wordt dit concept vaak gebruikt in relatie tot het verifiëren van de identiteit van individuen voor juridische, administratieve of beveiligingsdoeleinden.

In de context van de Koninklijke Marechaussee (KMAR), kan identiteitsvaststelling bijvoorbeeld worden gebruikt bij grenscontroles of bij het onderzoeken van mogelijke wetsovertredingen.

In het strafrecht is identiteitsvaststelling cruciaal om ervoor te zorgen dat de juiste persoon wordt beschuldigd en berecht voor een misdrijf. Het helpt ook om identiteitsfraude te voorkomen.

De Politiegegevenswet biedt de wettelijke basis voor de verwerking van persoonsgegevens door de politie, inclusief identiteitsvaststelling. Het stelt regels en beperkingen om de privacy van individuen te beschermen en om te zorgen voor een correcte en rechtvaardige behandeling van persoons","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimiteit
3. Naamloosheid
4. Onbekendheid
5. Persoonsverwisseling",,2025-06-12,,,2025-06-12T16:05:04.802083,"🟡 CON-01: bredere contexttaal herkend (om), formulering mogelijk vaag","✔️ CON-02: bronvermelding aanwezig en voldoende specifiek → Bij het opstellen van de definitie van 'identiteitsvaststelling' in de context van de Koninklijke Marechaussee (KMAR) en het strafrecht, gebaseerd op de Politiegegevenswet, zijn de volgende bronnen of kennis gebruikt:

1. Politiegegevenswet: Deze wet regelt de verwerking van politiegegevens door de politie en andere instanties, zoals de KMAR. De wet stelt regels voor de identiteitsvaststelling om de juistheid en betrouwbaarheid van politiegegevens te waarborgen.

2. Strafrecht: Het strafrecht bevat regels over de rechten en plichten van verdachten tijdens het strafproces, waaronder de plicht tot identificatie. Het Wetboek van Strafvordering (artikel 55b) stelt dat de politie de identiteit van een persoon mag vaststellen als er redelijke vermoedens zijn van een strafbaar feit.

3. Handleiding Strafvordering en Aanwijzing Identiteitsvaststelling: Deze documenten van het Openbaar Ministerie geven specifieke richtlijnen voor de identiteitsvaststelling in de strafrechtsketen.

4. KMAR procedures en richtlijnen: De KMAR heeft eigen procedures en richtlijnen voor identiteitsvaststelling, gebaseerd op bovengenoemde wetten en regels. Deze kunnen specifieke eisen stellen aan de identiteitsvaststelling, bijvoorbeeld in verband met de specifieke taken en bevoegdheden van de KMAR.

5. Wet op de identificatieplicht: Deze wet verplicht iedereen vanaf 14 jaar om een geldig identiteitsbewijs te kunnen tonen als daar om gevraagd wordt door bevoegde instanties, zoals de politie en de KMAR.

6. Algemene kennis over identiteitsvaststelling: Dit omvat kennis over de verschillende methoden van identiteitsvaststelling, zoals het controleren van identiteitsdocumenten, het nemen van vingerafdrukken en het gebruik van biometrische gegevens. 

Deze bronnen vormen samen de basis voor de definitie van 'identiteitsvaststelling' in deze context.",✔️ ESS-01: geen doelgerichte formuleringen aangetroffen in de definitie,"❌ ESS-02: type(n) herkend (s), maar zonder duidelijke toelichting",❌ ESS-03: geen unieke of onderscheidende formuleringen gevonden,❌ ESS-04: geen toetsbare elementen herkend in de definitie,❌ ESS-05: geen onderscheidende formulering aangetroffen in de definitie,"❌ INT-01: complexe elementen gevonden (,, en, waarbij), maar geen expliciet fout voorbeeld herkend",✔️ INT-02: geen beslisregels of voorwaardelijke formuleringen aangetroffen,✔️ INT-03: geen voornaamwoord-verwijzingen aangetroffen,✔️ INT-04: geen onduidelijke lidwoord-verwijzingen aangetroffen,"❌ INT-06: toelichtende elementen gevonden (waarbij, zoals), maar geen expliciet fout voorbeeld herkend","❌ INT-07: afkortingen gevonden (van, zoals, naar, en, de, worden, om, te, adres, unieke, dat, naam, een), maar geen toelichting of verwijzing gevonden",✅ INT-08: definitie bevat geen negatieve formuleringen,"❌ INT-09: opsommingen (zoals) gevonden, maar zonder duidelijke toelichting",✅ INT-10: geen ontoegankelijke of impliciete achtergrondverwijzingen gevonden,✔️ SAM-01: geen afwijkende kwalificaties aangetroffen in de definitie,❌ SAM-02: overbodige herhaling(en) gevonden in definitie (gegevens),✔️ SAM-03: geen geneste of verweven definities aangetroffen,✔️ SAM-04: geen conflictieve formuleringen aangetroffen – mogelijk correct gedefinieerd,❌ SAM-05: definitie start met cirkeldefinitie (begrip gevolgd door verboden constructie),✔️ SAM-06: geen synoniemgebruik herkend,✔️ SAM-07: geen uitbreidende elementen herkend,✔️ SAM-08: geen synoniemverwijzing herkend – mogelijk correct toegepast,✔️ STR-01: geen werkwoordelijke start herkend – mogelijk goed geformuleerd,✔️ STR-02: geen herhaling van term herkend – mogelijk correct geformuleerd,✔️ STR-03: geen synonieme formulering gevonden,✔️ STR-04: geen algemene kick-off zonder toespitsing,✔️ STR-05: geen constructie-elementen gevonden,✔️ STR-06: geen formuleringen die informatiebehoefte suggereren,✔️ STR-07: geen dubbele ontkenning aangetroffen,"❌ STR-08: dubbelzinnige 'en'-constructie(s) gevonden (), context verduidelijken",✔️ STR-09: geen dubbelzinnige 'of'-constructies aangetroffen,"❌ VER-01: meervoudsvorm herkend (gegevens), eenduidigheid controleren",✔️ VER-02: definitie is enkelvoudig geformuleerd,"❌ VER-03: werkwoord niet in infinitief (), controle nodig",AI,✔️ ARAI01: geen werkwoorden als kern gevonden in de definitie,✔️ ARAI02: geen containerbegrippen zonder concretisering aangetroffen,✔️ ARAI02SUB1: geen containerbegrippen aangetroffen,✔️ ARAI02SUB2: geen ambtelijke containerbegrippen aangetroffen,✔️ ARAI03: geen subjectieve bijvoeglijke naamwoorden aangetroffen,✔️ ARAI04: geen modale hulpwerkwoorden aangetroffen,✔️ ARAI04SUB1: geen modale werkwoorden aangetroffen in de definitie,✔️ ARAI05: geen impliciete aannames aangetroffen,"❌ ARAI06: formele opbouwfout(en): begrip gevolgd door verboden constructie, begint met een verboden constructie, herhaalt het begrip.","Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.",,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.","Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.","1. ""Voordat de verdachte werd verhoord, vond er een identiteitsvaststelling plaats om te bevestigen dat de juiste persoon was aangehouden.""
2. ""De KMAR voert bij de grenscontrole een identiteitsvaststelling uit om te controleren of de reiziger de rechtmatige eigenaar is van het getoonde paspoort.""
3. ""Volgens de Politiegegevenswet is het recht op identiteitsvaststelling een cruciaal onderdeel van het politiewerk, om zo de veiligheid te waarborgen.""","Het begrip 'identiteitsvaststelling' verwijst naar de procedure die wordt gevolgd om de identiteit van een persoon te bevestigen. Het kan bijvoorbeeld het controleren van officiële identificatiedocumenten zoals een paspoort of rijbewijs omvatten. In overheidsdocumenten wordt dit concept vaak gebruikt in relatie tot het verifiëren van de identiteit van individuen voor juridische, administratieve of beveiligingsdoeleinden.

In de context van de Koninklijke Marechaussee (KMAR), kan identiteitsvaststelling bijvoorbeeld worden gebruikt bij grenscontroles of bij het onderzoeken van mogelijke wetsovertredingen.

In het strafrecht is identiteitsvaststelling cruciaal om ervoor te zorgen dat de juiste persoon wordt beschuldigd en berecht voor een misdrijf. Het helpt ook om identiteitsfraude te voorkomen.

De Politiegegevenswet biedt de wettelijke basis voor de verwerking van persoonsgegevens door de politie, inclusief identiteitsvaststelling. Het stelt regels en beperkingen om de privacy van individuen te beschermen en om te zorgen voor een correcte en rechtvaardige behandeling van persoons","1. Identificatie
2. Persoonsverificatie
3. Identiteitscontrole
4. Persoonsidentificatie
5. Identiteitsverificatie","1. Identiteitsverhulling
2. Anonimiteit
3. Naamloosheid
4. Onbekendheid
5. Persoonsverwisseling",,2025-06-12,,,2025-06-12T16:05:04.835225,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,"Identiteitsvaststelling verwijst naar de procedure waarbij de unieke persoonlijke gegevens van een individu, zoals naam, geboortedatum en adres, worden geverifieerd om de identiteit van dat individu te bevestigen.",,,
,,,,,,,,,,,2025-06-13,,,2025-06-13T09:45:20.683288,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,,,,,,,,,,,2025-06-13,,,2025-06-13T09:46:27.799993,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,,,,,,,,,,2025-06-13,,,2025-06-13T09:46:29.149427,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,,,,,,,,,2025-06-13,,,2025-06-13T09:46:30.815976,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T09:46:32.278204,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
identiteitsvaststelling,KMAR,Strafrecht,Politiegegevenswet,,,,,,,,2025-06-13,,,2025-06-13T09:46:33.852776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Aangepast,,,,,,,,,,,,,
